text,label
This phone exceeded my expectations. The battery lasts all day and the camera is fantastic. It's okay.,real
Excellent customer service and the product works as described. Not bad.,real
This phone exceeded my expectations. The battery lasts all day and the camera is fantastic. No complaints.,real
The vacuum cleaner is powerful and lightweight. Perfect for daily use. Highly recommended.,real
This phone exceeded my expectations. The battery lasts all day and the camera is fantastic. Not bad.,real
"Absolutely phenomenal product, it redefines what quality truly means in this category. Not bad.",fake
This is my go-to moisturizer. It's lightweight and hydrates all day. It's okay.,real
Great headphones with amazing sound quality and noise cancellation. Not bad.,real
Fantastic quality screen. The display is crisp and colors are vibrant. Pretty solid overall.,real
"Absolutely phenomenal product, it redefines what quality truly means in this category..",fake
"After extensive usage, I can confidently affirm this is among the finest purchases I've made. Highly recommended.",fake
An extraordinary product experience that seamlessly blends form and function. Five stars.,fake
"After extensive usage, I can confidently affirm this is among the finest purchases I've made. Not bad.",fake
This revolutionary gadget delivers unparalleled performance and functionality. Would buy again.,fake
The vacuum cleaner is powerful and lightweight. Perfect for daily use. Works great for me.,real
Truly outstanding. The craftsmanship is second to none and it offers tremendous value. Definitely worth it.,fake
This device has transformed my daily routine with its intuitive and elegant design. Pretty solid overall.,fake
"After extensive usage, I can confidently affirm this is among the finest purchases I've made. Would buy again.",fake
This smartwatch tracks fitness well and has a sleek design. It's okay.,real
This device has transformed my daily routine with its intuitive and elegant design. Not bad.,fake
Truly outstanding. The craftsmanship is second to none and it offers tremendous value. Not bad.,fake
"Absolutely phenomenal product, it redefines what quality truly means in this category. Not bad.",fake
This smartwatch tracks fitness well and has a sleek design. Works great for me.,real
The vacuum cleaner is powerful and lightweight. Perfect for daily use. Five stars.,real
Fantastic quality screen. The display is crisp and colors are vibrant. Definitely worth it.,real
This device has transformed my daily routine with its intuitive and elegant design..,fake
Excellent customer service and the product works as described. Would buy again.,real
"I recently acquired this item and I must say, it has surpassed all conceivable expectations. Definitely worth it.",fake
This device has transformed my daily routine with its intuitive and elegant design. Highly recommended.,fake
Fantastic quality screen. The display is crisp and colors are vibrant. Pretty solid overall.,real
"Absolutely phenomenal product, it redefines what quality truly means in this category..",fake
"Absolutely phenomenal product, it redefines what quality truly means in this category. Not bad.",fake
The chair was easy to assemble and very comfortable to sit on for long hours. No complaints.,real
This revolutionary gadget delivers unparalleled performance and functionality. Not bad.,fake
An indispensable item. I can't imagine my life without it now. It's okay.,fake
This phone exceeded my expectations. The battery lasts all day and the camera is fantastic. Not bad.,real
"I love this coffee maker. It's quick, quiet, and makes a great cup every time. It's okay.",real
Great headphones with amazing sound quality and noise cancellation. Would buy again.,real
"Undoubtedly, this is an exceptional item characterized by impeccable build quality. Highly recommended.",fake
This is my go-to moisturizer. It's lightweight and hydrates all day. Highly recommended.,real
"After extensive usage, I can confidently affirm this is among the finest purchases I've made. Not bad.",fake
"Undoubtedly, this is an exceptional item characterized by impeccable build quality..",fake
Great headphones with amazing sound quality and noise cancellation..,real
This device has transformed my daily routine with its intuitive and elegant design. Works great for me.,fake
